Tournament Name,Status,Players,City,State,Raw Start Date,Start Date,is_large_tournament,is_major_tournament
2024 Peak to Peak Pickleball Spring Break Tournament,Completed,108,Buena Vista,CO,"Mar 23, 2024",2024-03-23,False,False
"""Battle at the Beach in Gulf Shores, AL""",Completed,191,Gulf Shores,AL,"Mar 23, 2024",2024-03-23,False,False
Life Time Kingwood Junior Tournament,Completed,25,Atascocita,TX,"Mar 23, 2024",2024-03-23,False,False
Alamo Spring Slam,Completed,102,San Antonio,TX,"Mar 23, 2024",2024-03-23,False,False
Fountain of Life Classic,Completed,52,Thomasville,GA,"Mar 23, 2024",2024-03-23,False,False
Serve For Education,Completed,25,Green Cove Springs,FL,"Mar 23, 2024",2024-03-23,False,False
Dinkin' for a Cause,Completed,29,Cartersville,GA,"Mar 23, 2024",2024-03-23,False,False
IN A PICKLE FOR KAYCAN,Completed,4,Tomball,TX,"Mar 23, 2024",2024-03-23,False,False
Sugar Land GRAND OPENING Tournament,Completed,162,Sugar Land,TX,"Mar 23, 2024",2024-03-23,False,False
Pickleball Against Poverty Tournament,Completed,115,Pitman,NJ,"Mar 23, 2024",2024-03-23,False,False
Gorges Spring Open at Pickleball Mania,Completed,56,Ithaca,NY,"Mar 23, 2024",2024-03-23,False,False
MLP STYLE TOURNAMENT - Team Competition - Troy Life Time,Completed,95,Troy,MI,"Mar 23, 2024",2024-03-23,False,False
Life Time Easton Member Only Tournament,Completed,60,Columbus,OH,"Mar 23, 2024",2024-03-23,False,False
Kitchens for Kitchens benefitting Habitat for Humanity,Completed,61,Fruitland,MD,"Mar 23, 2024",2024-03-23,False,False
Pickleball for the Arts,Completed,1,Tampa,FL,"Mar 23, 2024",2024-03-23,False,False
Life Time Kingwood March Madness Tournament,Completed,14,Atascocita,TX,"Mar 22, 2024",2024-03-22,False,False
Paddle Battle Tournament for NEMS Habitat for Humanity,Completed,163,Tupelo,MS,"Mar 22, 2024",2024-03-22,False,False
Memphis Country Club Spring Invitational,Completed,161,Memphis,TN,"Mar 22, 2024",2024-03-22,False,False
Life Time Northshore Pickleball Spring Classic,Completed,172,Peabody,MA,"Mar 22, 2024",2024-03-22,False,False
2024 March PNW PIG Chase by PIG,Completed,223,Beaverton,OR,"Mar 22, 2024",2024-03-22,False,False
2024 B\Town Throwdown,Completed,323,Bloomington,IL,"Mar 22, 2024",2024-03-22,True,False
Corcoran Tournament,Completed,8,Houston,TX,"Mar 22, 2024",2024-03-22,False,False
Crosshill Spring Classic 2024,Completed,46,Lynchburg,VA,"Mar 22, 2024",2024-03-22,False,False
Houston Lake Conroe Spring Invitational presented by Mike Reese of Merrill Lynch,Completed,124,Montgomery,TX,"Mar 22, 2024",2024-03-22,False,False
Tornado Alley Pickleball Tournament,Completed,101,Wichita Falls,TX,"Mar 22, 2024",2024-03-22,False,False
2024 March Madness of the Desert Pickleball Championships at Mission Hills Country Club,Completed,164,Rancho Mirage,CA,"Mar 22, 2024",2024-03-22,False,False
NP Sin City Classic Powered by Onix,Completed,272,Las Vegas,NV,"Mar 22, 2024",2024-03-22,True,False
Mercer Bucks Pickleball Club Spring Classic Tournament,Completed,312,Ewing,NJ,"Mar 22, 2024",2024-03-22,True,False
iPN Sun Circuit 2024 - Arizona,Completed,25,Gilbert,AZ,"Mar 22, 2024",2024-03-22,False,False
Pickleball Sisters Women's & Men's Double-Doubles,Completed,62,Hot Springs Village,AR,"Mar 22, 2024",2024-03-22,False,False
World Pickleball Tour Cincinnati Challenger,Completed,323,West Chester Township,OH,"Mar 22, 2024",2024-03-22,True,False
2024 Pebblecreek Pickleball Club Championship - Members ONLY,Completed,348,Goodyear,AZ,"Mar 21, 2024",2024-03-21,True,False
Oklahoma Open ($70k) Champs Pickleball - CANCELED,Completed,4,Oklahoma City,OK,"Mar 21, 2024",2024-03-21,False,False
Pocahontas Classic,Completed,286,Vero Beach,FL,"Mar 21, 2024",2024-03-21,True,False
Southern Utah Pickleball Shootout,Completed,277,St George,UT,"Mar 20, 2024",2024-03-20,True,False
2024 Pinkest Pickleball Party on the Planet present by Combs Wealth Advisory,Completed,411,Macon Tattnall Square,GA,"Mar 20, 2024",2024-03-20,True,False
4th Annual Delray Beach Pickleball Open,Completed,31,Delray Beach,FL,"Mar 20, 2024",2024-03-20,False,False
Chase APP Miami Pickleball Open,Completed,1148,Miami Beach,FL,"Mar 19, 2024",2024-03-19,True,False
SCF In-House Tournament 2024,Completed,200,Buckeye,AZ,"Mar 18, 2024",2024-03-18,False,False
Life Time Rochester Hills Coed Pot of Gold Tournament,Completed,33,Rochester Hills,MI,"Mar 17, 2024",2024-03-17,False,False
Miami Valley Challenge Invitational Womens (4.5+) 18 + March,Completed,20,Miamisburg,OH,"Mar 17, 2024",2024-03-17,False,False
Luck of the Paddle Tournament - Life Time at The RIM,Completed,2,San Antonio,TX,"Mar 17, 2024",2024-03-17,False,False
Paddle for St. Paddy's Round Robin,Completed,25,Rancho Mirage,CA,"Mar 17, 2024",2024-03-17,False,False
Life Time Garden City March Tournament,Completed,9,Garden City,NY,"Mar 16, 2024",2024-03-16,False,False
Paddy's Pickleball Palooza,Completed,36,Tampa,FL,"Mar 16, 2024",2024-03-16,False,False
Five Seasons March 3.5 Mixed Doubles - 4.0+ Mens,Completed,48,Crestview Hills,KY,"Mar 16, 2024",2024-03-16,False,False
"""Midwest Pickleball Championship 2024 @ EIU in Charleston, IL""",Completed,123,Charleston,IL,"Mar 16, 2024",2024-03-16,False,False
It Ain't Over 'til It's Clover,Completed,107,Tacoma,WA,"Mar 16, 2024",2024-03-16,False,False
St Patty's Weekend Tournament at Bay Club Broadway,Completed,4,Burlingame,CA,"Mar 16, 2024",2024-03-16,False,False
St. Paddles Day Classic,Completed,32,Middle River,MD,"Mar 16, 2024",2024-03-16,False,False
Shamrock Shuffle,Completed,74,St Louis Park,MN,"Mar 16, 2024",2024-03-16,False,False
BCB St. Patrick's Day Pickleball Tournament,Completed,44,Montgomery,TX,"Mar 16, 2024",2024-03-16,False,False
2nd Annual ?? Luck of the Pickle Pickleball Tournament ??,Completed,217,Canton,GA,"Mar 16, 2024",2024-03-16,False,False
Shamrock Smash Pickleball Tournament,Completed,58,Sturbridge,MA,"Mar 16, 2024",2024-03-16,False,False
Missouri City March Open,Completed,44,Missouri City,TX,"Mar 16, 2024",2024-03-16,False,False
NYC Life Time Pickleball Tournament,Completed,66,New York,NY,"Mar 16, 2024",2024-03-16,False,False
St. Patrick's Day Classic Powered by Selkirk Pro S1,Completed,150,Searcy,AR,"Mar 16, 2024",2024-03-16,False,False
Shamrock Slam 2024,Completed,111,Snow Hill,MD,"Mar 16, 2024",2024-03-16,False,False
Brooksville March Madness,Completed,87,Brooksville,FL,"Mar 16, 2024",2024-03-16,False,False
The Shamrock Classic,Completed,25,Pembroke,MA,"Mar 16, 2024",2024-03-16,False,False
In-Shape's Shamrock Shootout,Completed,149,Vacaville,CA,"Mar 16, 2024",2024-03-16,False,False
JamOnIt Pickleball Mania sponsored by Atlantis Casino Resort Spa,Completed,197,Reno,NV,"Mar 15, 2024",2024-03-15,False,False
Shamrock Showdown @ Prestige PBC powered by Premier Pickleball,Completed,118,Northvale,NJ,"Mar 15, 2024",2024-03-15,False,False
"""Centercourt """"Luck of the Pickleball"""" Tournament""",Completed,309,Chatham,NJ,"Mar 15, 2024",2024-03-15,True,False
Round Robin Shootout,Completed,236,Overland Park,KS,"Mar 15, 2024",2024-03-15,False,False
March Mania,Completed,9,Bristol,TN,"Mar 15, 2024",2024-03-15,False,False
DRIVE DROP & DINK 2024,Completed,138,Augusta,GA,"Mar 15, 2024",2024-03-15,False,False
St. Paddle's Day Inaugural Pickleball Tournament benefiting United Way of Indian River County,Completed,14,Vero Beach,FL,"Mar 15, 2024",2024-03-15,False,False
March Madness Tournament at Proshot Pickleball,Completed,221,Egg Harbor Township,NJ,"Mar 15, 2024",2024-03-15,False,False
"""iPN Sun Circuit 2024 - Fountain Valley, CA""",Completed,32,Fountain Valley,CA,"Mar 15, 2024",2024-03-15,False,False
THE BERT & ERNE CLASH,Completed,305,Hanover,PA,"Mar 15, 2024",2024-03-15,True,False
2024 St Patty's Day Duel by PIG,Completed,225,Yakima,WA,"Mar 15, 2024",2024-03-15,False,False
2024 St Baldrick's Pickleball Tournament by PIG,Completed,100,Vancouver,WA,"Mar 15, 2024",2024-03-15,False,False
2024 WSC Shamrock Shootout by PIG,Completed,343,Woodinville,WA,"Mar 15, 2024",2024-03-15,True,False
Zin 2 Win - powered by WinBy2 Pickleball,Completed,299,Templeton,CA,"Mar 15, 2024",2024-03-15,True,False
2024 Legends March Madness,Completed,458,Germantown,MD,"Mar 15, 2024",2024-03-15,True,False
MS Charity,Completed,382,Surprise,AZ,"Mar 15, 2024",2024-03-15,True,False
2024 Mississippi Senior Games,Completed,284,Biloxi,MS,"Mar 15, 2024",2024-03-15,True,False
Angry Alligator Pickleball Tournament 2024,Completed,69,Ocean Isle Beach,NC,"Mar 15, 2024",2024-03-15,False,False
RMHC Shamrock Showdown - Presented by HandCraft Services,Completed,84,Henrico,VA,"Mar 15, 2024",2024-03-15,False,False
Fannin County Paddle Battle II,Completed,130,Blue Ridge,GA,"Mar 15, 2024",2024-03-15,False,False
Rehab Rally,Completed,25,Tamarac,FL,"Mar 15, 2024",2024-03-15,False,False
Annual PicklePlex Challenge,Completed,341,Punta Gorda,FL,"Mar 15, 2024",2024-03-15,True,False
Columbus Spring Open 2024,Completed,264,Columbus,IN,"Mar 15, 2024",2024-03-15,True,False
Ezekiel Ministries Pickleball Tournament,Completed,4,Cayce,SC,"Mar 15, 2024",2024-03-15,False,False
Pickleball Charlotte Open - Hosted by PickleballTourneys.com,Completed,388,Charlotte,NC,"Mar 14, 2024",2024-03-14,True,False
Shamrock Open 2024,Completed,220,Henderson,NV,"Mar 14, 2024",2024-03-14,False,False
MPC St. Paddy's Paddle Battle ??,Completed,481,Fenton,MO,"Mar 14, 2024",2024-03-14,True,False
Subaru of Daytona Challenge 2024 at Pictona,Completed,738,Holly Hill,FL,"Mar 14, 2024",2024-03-14,True,False
Life Time Sandy Springs Pickleball Classic Tournament,Completed,84,Sandy Springs,GA,"Mar 14, 2024",2024-03-14,False,False
Mesquite Senior Games 2024 Spring Pickleball Tournament,Completed,111,Mesquite,NV,"Mar 13, 2024",2024-03-13,False,False
2024 Robson Ranch Desert Slam 11th Annual Pickleball Tournament,Completed,264,Eloy,AZ,"Mar 13, 2024",2024-03-13,True,False
PPA Tour: Austin TX,Completed,862,Lakeway,TX,"Mar 13, 2024",2024-03-13,True,True
2024 Cabin Fever,Completed,210,Myrtle Beach,SC,"Mar 12, 2024",2024-03-12,False,False
Life Time Tempe Pickleball Classic Tournament,Completed,25,Tempe,AZ,"Mar 11, 2024",2024-03-11,False,False
Fred Chen Memorial Pickleball Tournament,Completed,18,Dalton,GA,"Mar 10, 2024",2024-03-10,False,False
Children's Cancer Network Fundraiser Tournament,Completed,50,Glendale,AZ,"Mar 10, 2024",2024-03-10,False,False
Dink Out Cancer,Completed,32,Hillsboro,IL,"Mar 10, 2024",2024-03-10,False,False
Yo Adrian! 2024 Charity Pickleball Event and Tournament,Completed,109,Lancaster,PA,"Mar 10, 2024",2024-03-10,False,False
All Ladies 80's Theme Tournament,Completed,48,Tampa,FL,"Mar 9, 2024",2024-03-09,False,False
FC Pickleball Club Tournament,Completed,64,Crestview Hills,KY,"Mar 9, 2024",2024-03-09,False,False
Ohio Social Sports - Aspen,Completed,174,Wooster,OH,"Mar 9, 2024",2024-03-09,False,False
Creekside Spring Ding,Completed,73,Bentonville,AR,"Mar 9, 2024",2024-03-09,False,False
LIFE TIME Frontenac March Paddle Battle,Completed,34,St. Louis,MO,"Mar 9, 2024",2024-03-09,False,False
"""Life Time Parker March Mixed Doubles March 9, 2024""",Completed,93,Parker,CO,"Mar 9, 2024",2024-03-09,False,False
MAC Spring Fling,Completed,73,Monroe,LA,"Mar 9, 2024",2024-03-09,False,False
Ste Genevieve Paddle Battle,Completed,91,Ste Genevieve,MO,"Mar 9, 2024",2024-03-09,False,False
Picklemania March Madness Money Tournament,Completed,25,Griffith,IN,"Mar 9, 2024",2024-03-09,False,False
Life Time Vernon Hills Classic 3.5-4.0 Doubles Tournament,Completed,51,Vernon Hills,IL,"Mar 9, 2024",2024-03-09,False,False
002 San Antonio Showcase - Team Event,Completed,49,San Antonio,TX,"Mar 9, 2024",2024-03-09,False,False
Life Time Classic Tournament,Completed,40,Mason,OH,"Mar 9, 2024",2024-03-09,False,False
Giammalva Pickleball Tournament,Completed,9,Houston,TX,"Mar 9, 2024",2024-03-09,False,False
Brownsburg Young Life Winter Open,Completed,68,Brownsburg,IN,"Mar 9, 2024",2024-03-09,False,False
Twin Lakes Pickleball Tournament,Completed,68,Monticello,IN,"Mar 9, 2024",2024-03-09,False,False
YMCA Charity Pickleball For ALL Tournament,Completed,52,Wilmington,NC,"Mar 9, 2024",2024-03-09,False,False
2024 Michigan Senior Olympic Winter Games,Completed,197,Rochester Hills,MI,"Mar 9, 2024",2024-03-09,False,False
Pickle4Paws,Completed,140,Pawley's Island,SC,"Mar 9, 2024",2024-03-09,False,False
4th Annual Shamrock Smash 2024,Completed,139,Dublin,GA,"Mar 9, 2024",2024-03-09,False,False
March Madness Blaze Classic,Completed,192,Guilford,CT,"Mar 9, 2024",2024-03-09,False,False
Rotary Club of Martinsburg (WV) Pickleball Classic III,Completed,152,Inwood,WV,"Mar 9, 2024",2024-03-09,False,False
Amelia Island March Smash,Completed,77,Fernandina Beach,FL,"Mar 9, 2024",2024-03-09,False,False
NPC Member/Member Championship,Completed,251,Naples,FL,"Mar 9, 2024",2024-03-09,True,False
Lakeland Spring Pickleball Classic,Completed,54,Lakeland,FL,"Mar 9, 2024",2024-03-09,False,False
Kent County Spring Fling,Completed,83,Dover,DE,"Mar 9, 2024",2024-03-09,False,False
Pickleball Tournament,Completed,25,Hammond,LA,"Mar 9, 2024",2024-03-09,False,False
Alma Wealth Open Tournament,Completed,58,Islamorada,FL,"Mar 9, 2024",2024-03-09,False,False
St. Paddles Day,Completed,102,Longview,TX,"Mar 9, 2024",2024-03-09,False,False
Life Time Kingwood Shootout #2,Completed,25,Atascocita,TX,"Mar 8, 2024",2024-03-08,False,False
March Madness,Completed,141,Westwood,MA,"Mar 8, 2024",2024-03-08,False,False
THE BEST TIMES,Completed,146,Bartlett,TN,"Mar 8, 2024",2024-03-08,False,False
BNB Pickleball by PIG (Private Tournament),Completed,80,Mercer Island,WA,"Mar 8, 2024",2024-03-08,False,False
Spring Slam Round Robin -Presented by Aetna Medicare Solutions,Completed,265,Sun City,AZ,"Mar 8, 2024",2024-03-08,True,False
River City Classic Presented by Baird,Completed,419,Owensboro,KY,"Mar 8, 2024",2024-03-08,True,False
Texas Senior Games,Completed,296,San Antonio,TX,"Mar 8, 2024",2024-03-08,True,False
Pickleball Showdown (Bounce),Completed,382,Malvern,PA,"Mar 8, 2024",2024-03-08,True,False
Tanglewood Classic XI,Completed,206,Sebring,FL,"Mar 8, 2024",2024-03-08,False,False
2024 Ambassador Cup @ Holua Racquet & Paddle by PIG,Completed,118,Kailua Kona,HI,"Mar 7, 2024",2024-03-07,False,False
West Lake Pickleball Classic 2024,Completed,161,Augusta,GA,"Mar 7, 2024",2024-03-07,False,False
2024 Willamette Valley Open by PIG (Up to $10k Total Prize Money),Completed,153,Salem,OR,"Mar 7, 2024",2024-03-07,False,False
Loudoun County Pickleball Classic,Completed,25,Aldie,VA,"Mar 7, 2024",2024-03-07,False,False
LT Allen March Pickleball Madness Series,Completed,46,Allen,TX,"Mar 6, 2024",2024-03-06,False,False
APP Tour: Sacramento Open - Golden Ticket Qualifier,Completed,1470,Roseville,CA,"Mar 6, 2024",2024-03-06,True,False
PPA Tour: Lakeville MN,Completed,932,Lakeville,MN,"Mar 6, 2024",2024-03-06,True,True
DUPR Leap Day,Completed,24,McKinney,TX,"Mar 6, 2024",2024-03-06,False,False
2024 Fun In The Sun All For Charity,Completed,456,Sun City West,AZ,"Mar 5, 2024",2024-03-05,True,False
"""2024 ARNOLD Sports Festival """"TEAM PICKLEBALL CHAMPIONSHIP""""""",Completed,104,Delaware,OH,"Mar 5, 2024",2024-03-05,False,False
Polk Senior Games,Completed,348,Poinciana,FL,"Mar 4, 2024",2024-03-04,True,False
Paddles at Life Time Perimeter,Completed,12,Atlanta,GA,"Mar 3, 2024",2024-03-03,False,False
James Ignatowich Clinic in NYC,Completed,22,New York,NY,"Mar 3, 2024",2024-03-03,False,False
Try your Luck Pickleball Tournament,Completed,57,Keene,NH,"Mar 3, 2024",2024-03-03,False,False
On Court Adventures Glow-in-the-Dark Round Robin Social at Gene Autry,Completed,104,Mesa,AZ,"Mar 3, 2024",2024-03-03,False,False
Lyme Shores Classic,Completed,62,East Lyme,CT,"Mar 2, 2024",2024-03-02,False,False
OCO Pickleball Tournament - Sakura Classic,Completed,130,Tustin,CA,"Mar 2, 2024",2024-03-02,False,False
Volleys for Vanguard,Completed,111,Farmers Branch,TX,"Mar 2, 2024",2024-03-02,False,False
Shamrock Shuffle,Completed,60,Cincinnati,OH,"Mar 2, 2024",2024-03-02,False,False
Sweet Onion Smash,Completed,112,Vidalia,GA,"Mar 2, 2024",2024-03-02,False,False
Steamboat Pickleball Spring Classic,Completed,69,Steamboat Springs,CO,"Mar 2, 2024",2024-03-02,False,False
iPickle Orange County Open,Completed,25,La Habra,CA,"Mar 2, 2024",2024-03-02,False,False
LiveWell's St. Patty's Day Paddle Battle,Completed,63,Lufkin,TX,"Mar 2, 2024",2024-03-02,False,False
Life Time Omaha March Madness Tournament March 30th 2024,Completed,25,Omaha,NE,"Mar 2, 2024",2024-03-02,False,False
Meltdown Madness,Completed,72,St Louis Park,MN,"Mar 2, 2024",2024-03-02,False,False
Defend The Den Dueling Doubles,Completed,74,Hiawassee,GA,"Mar 2, 2024",2024-03-02,False,False
District 88 Foundation Pickleball Tournament,Completed,58,Villa Park,IL,"Mar 2, 2024",2024-03-02,False,False
Life Time Commerce Pickleball Ladies Doubles Round Robin,Completed,16,Commerce Township,MI,"Mar 2, 2024",2024-03-02,False,False
Austin High Black Bear Bash Presented By Chase Spitzer EXIT REALTY,Completed,151,Decatur,AL,"Mar 2, 2024",2024-03-02,False,False
Cartersville Spring Slam,Completed,16,Cartersville,GA,"Mar 2, 2024",2024-03-02,False,False
Life Time Garland Paddle Battle March 2nd/3rd,Completed,51,Garland,TX,"Mar 2, 2024",2024-03-02,False,False
2024 Lady Sienna Pickleball Classic,Completed,123,Hampden,ME,"Mar 2, 2024",2024-03-02,False,False
Lake Fork Family Fest Pickleball Tournament,Completed,42,Yantis,TX,"Mar 2, 2024",2024-03-02,False,False
March Gladness,Completed,65,Graniteville,SC,"Mar 2, 2024",2024-03-02,False,False
Life Time Galleria Men's Doubles,Completed,42,Houston,TX,"Mar 2, 2024",2024-03-02,False,False
Life Time Allen Team Showdown 12.0,Completed,32,Allen,TX,"Mar 2, 2024",2024-03-02,False,False
"""2024 ARNOLD Sports Festival """"PICKLEBALL CHAMPIONSHIP""""""",Completed,209,Delaware,OH,"Mar 2, 2024",2024-03-02,False,False
2024 Palatka Azalea Pickleball Tournament,Completed,175,Palatka,FL,"Mar 2, 2024",2024-03-02,False,False
Malta YMCA Tournament,Completed,75,Ballston Spa,NY,"Mar 2, 2024",2024-03-02,False,False
Drop The Madness,Completed,25,Lexington,SC,"Mar 2, 2024",2024-03-02,False,False
Mauna Lani Pickleball Classic Series - 1,Completed,21,Waimea,HI,"Mar 2, 2024",2024-03-02,False,False
APT Spring Classic sponsored by Dink Destinations,Completed,117,Atlanta,GA,"Mar 2, 2024",2024-03-02,False,False
WSCup Series Pickleball Madness,Completed,108,Wheaton,IL,"Mar 1, 2024",2024-03-01,False,False
Battle for the Paddle with Farmer Lanky,Completed,232,Knoxville,TN,"Mar 1, 2024",2024-03-01,False,False
KCM March Open,Completed,278,Medfield,MA,"Mar 1, 2024",2024-03-01,True,False
NP Bay Area Breakers West Coast Classic Powered by Onix,Completed,386,Campbell,CA,"Mar 1, 2024",2024-03-01,True,False
2024 Bellaire Open,Completed,123,Bossier City,LA,"Mar 1, 2024",2024-03-01,False,False
Life Time Champions Pickleball March Classic,Completed,43,Houston,TX,"Mar 1, 2024",2024-03-01,False,False
Spring Fling for Cystic Fibrosis - Presented by Architectural Windows of VA & Marvin,Completed,76,Henrico,VA,"Mar 1, 2024",2024-03-01,False,False
"""Upshot Pickleball's: 2nd Annual Real """"Dill"""" of Virginia""",Completed,428,Fredericksburg,VA,"Mar 1, 2024",2024-03-01,True,False
World Pickleball Tour Savannah Challenger,Completed,382,Savannah,GA,"Mar 1, 2024",2024-03-01,True,False
LT PB League in NYC- MLP Style,Completed,25,New York,NY,"Mar 1, 2024",2024-03-01,False,False
LIFE TIME - COLUMBIA SPRING FLING,Completed,68,Columbia,MD,"Feb 29, 2024",2024-02-29,False,False
